,date,headline,sponsored
542,"November 22, 2016",What happened at the West African Gaming Expo 2016,False
543,"November 22, 2016",Stutern is hosting a Lagos Tech Tour this December,False
544,"November 22, 2016",Unboxing the Infinix Zero 4 Plus,False
545,"November 22, 2016",Hudibia is a mobile app that wants to disrupt the Nigerian medical scene,False
546,"November 22, 2016",African Tech Roundup: Kenyan agritech startup WeFarm secures $1.6 Million in funding,False
547,"November 22, 2016",Usable is having a meetup at CcHub this thursday,False
548,"November 22, 2016",Margin Business Guides: Smart entrepreneurs take breaks,False
549,"November 21, 2016",We used Taxify in Lagos and this is how it went,False
550,"November 21, 2016",9 quick tips to boost your email marketing results,False
551,"November 21, 2016",Fresh Direct is the winner of the 2016 She Leads Africa Accelerator Demo Day,False
552,"November 21, 2016","Nigerian Startups, Aella Credit and TalentBase have been accepted into 500 Startups’ accelerator program",False
553,"November 21, 2016","Pitch Agrihack 2016, WAPIC 2016, and other events happening this week",False
554,"November 21, 2016",Got a bad review on your business? Here is how to defend your company online,True
555,"November 21, 2016","Uber, Taxify and the ridesharing catch-22",False
556,"November 18, 2016",Partner with a farmer and own your farm through Farmcrowdy.com,True
557,"November 18, 2016",Here are the speakers that’ll be at TEDx Gbagada happening tomorrow,False
558,"November 18, 2016","Kenyan e-commerce site, Kilimall is launching a Nigerian site in time for Black Friday sales",True
559,"November 18, 2016",Register to attend this month’s edition of re:learn center’s meetup,False
560,"November 18, 2016",19 facts about reviews and what they mean for your business,True
561,"November 17, 2016",OLX is setting up pickup points for farm inputs in Kenya,False
562,"November 17, 2016","South African podcast platform, iono has raised $175,000 in seed funding",False
563,"November 17, 2016",French Tech has launched an incubator in South Africa,False
564,"November 17, 2016",African Rideshare Apps: An infographic,False
565,"November 17, 2016",We asked Kangpe for basic healthcare advice and this is how it went,False
566,"November 17, 2016",Kenya’s WeFarm has raised $1.6 million in seed funding,False
567,"November 17, 2016",The Kenyan government plans to introduce smart number plates and digital licenses in 2017,False
568,"November 17, 2016",Ventures Platform is hosting an informal event for developers in Abuja this November,False
569,"November 16, 2016","On-demand ridesharing app,Taxify is set to launch in Nigeria this November",False
570,"November 16, 2016",African Tech Roundup: Vodacom South Africa To Launch An SVOD Platform Called Vodacom On Demand,False
571,"November 16, 2016",Codulab is hosting a CodeClass hackathon in abeokuta this november,False
572,"November 16, 2016","Messaging app, Jongla has raised $5.4 million in a Series B funding round",False
573,"November 16, 2016",Tyranny of Choice: Six Key Factors to Consider in Choosing Your Smartphone,True
574,"November 16, 2016",Uber drivers in Lagos are currently protesting reduced earnings,False
575,"November 16, 2016","Meet V8, the newest coworking space in Lagos",False
576,"November 16, 2016","Calling all developers, here are 5 Google Developer Events happening in Nigeria this November",False
577,"November 16, 2016",The State of Ridesharing in Africa,False
578,"November 15, 2016",Watch Mohini Ufeli talk about her work running communications for Andela Nigeria,False
579,"November 15, 2016",Nigeria’s Civil Service wants to get rid of ghost workers with an online verification process,False
580,"November 15, 2016","According to Uber, its drivers in Nairobi are making more money following the price cut",False
581,"November 15, 2016",Margin Business Guides: Why your business needs an external audit urgently,False
582,"November 15, 2016","Introducing Garanntor, a new firm offering web and cloud services at affordable prices",True
583,"November 15, 2016",Cactus Capital has invested an undisclosed amount in Flutterwave and e-factor,False
584,"November 15, 2016",Here are the finalists participating in the 2016 GE Lagos Garage,False
585,"November 15, 2016",Domestly is the winner of the 2016 AppsAfrica disruptive innovation award,False
586,"November 14, 2016",Have you met the G1? It’s GRIT System’s smart power meter,False
587,"November 14, 2016",Safaricom’s Little is coming to Nigeria in 2017,False
588,"November 14, 2016",Ventures Dialogue is organising a hardware-focused meetup at Idea Hub Tomorrow,False
589,"November 14, 2016","Kenyan logistics startup, Sendy, has added long distance trucks to its fleet",False
590,"November 14, 2016",Cranium One is offering one lucky startup free office space for a month,False
591,"November 14, 2016",The former military governor of Kaduna state is suing MTN Nigeria over unsolicited Messages,False
592,"November 14, 2016","Quality Time: Shola Adekoya discussing Konga, eCommerce infrastructure, being his own man, and more",False
593,"November 14, 2016","Experience Simplicity, Convenience and Secure Access with MyEtisalat Self-Service Portal",True
594,"November 14, 2016",Looking for where muslims have condemned acts of terrorism? There’s a site for that now,False
595,"November 14, 2016",Nigerian Merchants With Shopify Accounts Can Now Accept Payments Via Paystack,False
596,"November 14, 2016","Lagos Startup Dealday 3, Ingressive’s High Growth Africa Summit, and other events happening this week",False
597,"November 10, 2016",MEST is hosting a recruitment info session in Lagos this December,False
598,"November 10, 2016",The Lagos State Government wants to teach 1 million students to code by 2019,False
599,"November 10, 2016","Drone delivery startup, Zipline, has raised $25 million to expand its operations in Africa",False
600,"November 10, 2016",Hotels.ng is offering its premises for free on weekends,False
601,"November 9, 2016",Delta state’s Innovation Hub is having its first ever hackathon this December,False
602,"November 9, 2016","According to the Smart City Playbook, Cape Town is the smartest city in Africa",False
603,"November 9, 2016",Adegoke Olabusi and Tobiloba Ajibola are the winners of the 2016 edition of the Etisalat Prize for Innovation,True
604,"November 9, 2016","Kenyan sports betting company, SportPesa, has launched a USSD feature for customers without internet access",False
605,"November 8, 2016",Hotels.ng interns have developed an API to help e-commerce businesses locate addresses faster,False
606,"November 7, 2016","Calling all startups, here’s your chance to pitch at the upcoming High Growth Africa Summit",False
607,"November 7, 2016",Edubridge Consultants is holding a Digital Jobs open day in Lagos this Thursday,False
608,"November 7, 2016",Nigeria’s House of Representatives wants network providers to share caller location with security agents,False
609,"November 7, 2016",All you missed at the 2016 CyberXchange Conference,False
610,"November 7, 2016",Here are the winners of the 2016 Etisalat Prize for Innovation,False
611,"November 4, 2016",Huawei Launches ICT Center in Lagos Secondary School,True
612,"November 3, 2016",The Nigerian Interbank Settlement System just launched a mobile payment system,False
613,"November 3, 2016",Afrostream has launched in 24 african countries,False
614,"November 3, 2016","Ingressive is bringing GitHub, Intuit and 500 Startups to Lagos this November",False
615,"November 3, 2016","What made this year’s NESG Summit different, and what to expect from all stakeholders",True
616,"November 2, 2016",Airtel Nigeria just got fined N5 million for violating a customer’s privacy,False
617,"November 2, 2016",Uber drivers in Abuja have called off their two-day strike,False
618,"November 2, 2016",Will Linda Ikeji Social succeed?,False
619,"November 1, 2016",Why Linda Ikeji launching a social network in 2016 is brilliant – and why it isn’t,False
620,"November 1, 2016",How to save money on marketing your business,False
621,"November 1, 2016",SlimTrader and OneFinance are partnering to provide hotels with up to N20 million in cash advances,False
622,"November 1, 2016",Linda Ikeji Social: First Impressions,False
623,"November 1, 2016",Network with hundreds of professionals at the Oracle Digital Day happening in Lagos tomorrow,True
624,"November 1, 2016",The Seedstars Africa Summit is happening in Kigali this December,False
625,"November 1, 2016",Linda Ikeji just launched a social network,False
626,"November 1, 2016","Ntel has launched their Voice Over LTE (VoLTE) app, VOXHD",False
627,"October 31, 2016","The people of Potiskum, a city in Northern Nigeria, have found a way around the cash deficit caused by Boko Haram",False
628,"October 31, 2016","According to Nigeria’s communications minister, active telecom subscribers have increased by 5.9% since 2015",False
629,"October 31, 2016",Glo’s 4G network is now available in 16 more locations,False
630,"October 31, 2016",Want to raise multilingual kids? “Teseem – First Words” is here to help,False
631,"October 31, 2016",This Nigerian student built a solar-powered tricycle for his final year project,False
632,"October 31, 2016","Quality Time: Anibe Agamah on Inye Tablet fame and what went wrong, co-founders relationships, and more",False
633,"October 31, 2016",These 10 startups have been selected for the next stage of the StartupSouth pitching contest,False
634,"October 31, 2016","This is Spectre, the world’s prettiest (and thinnest) MacBook clonepetitor",False
635,"October 31, 2016",Gocowork will help you find coworking spaces in South Africa,False
636,"October 31, 2016","Uber drivers in Abuja are going on strike, starting today",False
637,"October 28, 2016",MTN has officially acquired Smart Village from Multichoice,False
638,"October 28, 2016",Startup Genome is currently carrying out a survey on the Lagos tech ecosystem,False
639,"October 28, 2016",Meet all your camera needs with the Gionee F103 Pro,True
640,"October 27, 2016",Kenyans can now enjoy 4G-specific data bundles courtesy of Safaricom,False
641,"October 27, 2016","Software firm, SAP, has opened a Co-Innovation lab in South Africa",False
642,"October 27, 2016","Little has launched in Mombasa, and Uber just slashed its prices by 40%",False
643,"October 27, 2016",The Merck global accelerator is accepting applications into its Spring 2017 program,False
644,"October 27, 2016",Big Data is Big Money: Welcome to the Era of the African Digital Native,False
645,"October 27, 2016",Co-working spaces are the keystone of the entrepreneurship ecosystem,False
646,"October 26, 2016",Nigeria’s Senate wants to regulate e-commerce in the country,False
647,"October 26, 2016",Cameroon’s Njorku and the Noela Lyonga Foundation are partnering to launch a volunteer recruitment platform,False
648,"October 26, 2016",BlueBic is an ERP software that wants to reimagine the way schools operate,False
649,"October 26, 2016",Get Better Value for Your Money with Etisalat’s Easylife Complete package,True
650,"October 25, 2016",The Central Bank of Nigeria has ordered MTN to stop paying its shareholders their dividends,False
651,"October 25, 2016",Ecobank has launched an app that will allow customers transact across 33 African countries,False
652,"October 25, 2016",Starta’s Silicon DrinkUP is happening in Abuja this November,False
653,"October 25, 2016",Econet’s Kwesé and ESPN have partnered to deliver content to 19 African countries in 2017,False
654,"October 25, 2016",Apply to be part of Moringa School’s Immersive Bootcamp,False
655,"October 25, 2016",Nigeria’s Innoson Group is partnering with Chinese investors to boost the ICT sector with $1 billion,False
656,"October 24, 2016","Online lending platform, PayConnect will represent Nigeria at the 2016 Slush Global Impact Accelerator",False
657,"October 24, 2016",Register to attend the 2016 African Angel Investor Summit In November,False
658,"October 24, 2016",AF Radio wants to change the way you listen to radio,False
659,"October 24, 2016",Wild Fusion Digital Centre is offering its Lagos facility for free to people who want to train developers,False
660,"October 24, 2016",Loystar is the winner of the first Arise pitch competition,False
661,"October 24, 2016",Konga is building more warehouses across Nigeria so they can deliver your orders faster,False
662,"October 24, 2016",Cape Town’s MyCiTi plans to introduce electric buses in 2017,False
663,"October 24, 2016","Etisalat users, there’s no need to lose your contacts or swap SIMs to enjoy 4G LTE services",True
664,"October 24, 2016","Buckle up Abuja, Django Girls is coming to town in January",False
665,"October 21, 2016","Introducing LikeMoney, South Africa’s financial product comparison network",False
666,"October 21, 2016",BudgIT is hosting a transparency hackathon at CoLab tomorrow,False
667,"October 21, 2016",Meet the winners of the 2016 African FinTech Awards,False
668,"October 21, 2016","MTN’s “Illegally Repatriated” $13 Billion Can Pull Nigeria Out Of Recession, says Senate President",False
669,"October 21, 2016",SA’s Competition Commision has dropped all charges brought against Uber by the Metered Taxi Association,False
670,"October 20, 2016",These are the finalists for the AppsAfrica 2016 Innovation Awards,False
671,"October 20, 2016","Kenya is the king of mobile money, says Twinpine",False
672,"October 20, 2016","Kenyan entertainment site, Ghafla, has partnered with Ringier to expand to more East African countries",False
673,"October 20, 2016",Ventures Platform is Organising an Event for Angel Investors in Abuja this November,False
674,"October 20, 2016",BuyChat Is Partnering With Stutern To Launch A New Feature Called “BuyChat Assistant”,False
675,"October 20, 2016",CcHub and Interswitch are hosting an API Integration Jam for developers in Lagos this October,False
676,"October 19, 2016",Nigeria’s Senate streamed its plenary session live on Facebook for the first time today,False
677,"October 19, 2016",Uber Nigeria has partnered with First Bank to offer its best driver-partners used-car loans,False
678,"October 19, 2016",CcHub is offering after-school programming lessons for 5-18 year olds,False
679,"October 19, 2016",Athari fund is currently accepting applications to its 2017 pilot program,False
680,"October 19, 2016",Samsung has permanently stopped producing the Galaxy Note 7,False
681,"October 19, 2016","KPMG Is Organising A Fintech Summit In Lagos, And It’s Happening In November",False
682,"October 18, 2016","Meet Haute App, the coolest concept at the just concluded Fashion Meets Tech Happy Hour",False
683,"October 18, 2016",MEST is hosting the second edition of the Africa Technology Summit in Lagos this December,False
684,"October 18, 2016",The Nigerian Senate just used its electronic voting system for the first time,False
685,"October 18, 2016",Etisalat flags off its ‘Fight Malaria’ Campaign with Cross River State  Government,True
686,"October 18, 2016","Forget Apple Music, here’s how to use Spotify for free in Nigeria",False
687,"October 18, 2016",ROK Studios is launching a channel on DSTV in November,False
688,"October 18, 2016",Netflix selects Spectranet for first server deployment in West Africa,True
689,"October 18, 2016","Fellow Nigerians, renewing your Apple Music subscription just got harder",False
690,"October 17, 2016","MTN has paid part of its fine, but NCC has not seen any of it",False
691,"October 17, 2016",Netflix Has Partnered With Spectranet To Deploy Its First Server In West Africa,False
692,"October 17, 2016",Lagos State Government and Stanford Graduate Business School are partnering to transform the Yaba tech space,False
693,"October 14, 2016",These Are The Five Startups That Presented At the SPICE TV and TechCabal FashionMeetsTech Happy Hour,False
694,"October 14, 2016",All The Things That Happened At The SPICE TV and TechCabal Fashion Meets Tech Happy Hour,False
695,"October 14, 2016",The First Digitech Conference Is Happening In Lagos This October,False
696,"October 14, 2016",Everything About The Gionee S6S Is Beautiful,True
697,"October 14, 2016",NESG  #NES22 Just Ended and Here’s what they proposed for pushing “Made in Nigeria” Tech,True
698,"October 13, 2016",Ingressive and Starta Are Hosting The High Growth Africa Summit In Lagos This November,False
699,"October 13, 2016",Canon has launched operations in Nigeria,True
700,"October 13, 2016",Amplify Is Currently Processing Payments For Free,False
701,"October 13, 2016",The 2016 West African Power Industry Convention Is Holding In Lagos This November,False
702,"October 12, 2016",E-Terra Set to Transform E-waste Management in Nigeria,True
703,"October 12, 2016",Kosmos Energy has Invested In TroTro Tractor and Ghalani,False
704,"October 11, 2016",Etisalat Nigeria has officially launched its 4G LTE service,False
705,"October 11, 2016","This is CoLab, Kaduna’s First Innovation Hub",False
706,"October 11, 2016","General Electric’s Lagos Garage is happening in November, and applications are open now",False
707,"October 7, 2016",Reach is organising a house-hunting workshop at iDea Nigeria this November,False
708,"October 6, 2016","SA fintech startup, Peach Payments is expanding to Nigeria and Kenya",False
709,"October 5, 2016","Safaricom’s Spark Venture Fund has invested in Kenyan edtech startup, Eneza Education",False
710,"October 5, 2016",Monkey Post is a new game from ChopUp that’s coming out soon,False
711,"October 5, 2016",Applications are open for the first Arise pitch competition happening this year,False
712,"October 5, 2016","Intermarc Consulting invites you to the Web Summit 2016 in Lisbon, Portugal",True
713,"October 4, 2016","Passion Incubator’s new co-working space, Leadspace, is now open",False
714,"October 4, 2016",Globacom Nigeria just launched its 4GLTE service,False
715,"October 4, 2016",Facebook’s new Marketplace tab will let you buy and sell stuff within the app,False
716,"October 4, 2016",MTN Nigeria may pull out of their Visafone deal,False
717,"September 30, 2016","Introducing Kudimoney, an online credit service for Nigerians who want short-term loans",False
718,"September 30, 2016",HolyCab is a new taxi app that’s launching in Nigeria on October 1,True
719,"September 29, 2016",Applications are open for the 2017 Innovation Prize for Africa,False
720,"September 29, 2016",Interswitch has officially completed the acquisition of VANSO,False
721,"September 28, 2016","Genii Games’ animated series, Yoruba 101 is starting in October",False
722,"September 28, 2016",Applications are open for LAN’s third Lagos Startup DealDay,False
723,"September 28, 2016",UberEats has launched in Johannesburg,False
724,"September 28, 2016",What we learnt from Cranium One’s fireside chat with YC’s Qasar Younis,False
725,"September 28, 2016",Uber now lets you schedule rides in advance,False
726,"September 28, 2016",Jumia Nigeria is launching Jumia Local to sell made-in-Nigeria products,False
727,"September 28, 2016",MTN’s denied the Nigerian Senate’s allegations,False
728,"September 27, 2016",The first annual Zimba Women Technology for Business Summit is starting tomorrow in Kampala,False
729,"September 27, 2016",The MTN Group is under investigation for illegally transferring over $12 billion out of Nigeria,False
730,"September 27, 2016",Andela just launched a Student Ambassador Program,False
731,"September 27, 2016",Dr. Isa Ali Pantami is the new Director-General of NITDA,False
732,"September 27, 2016",BuyChat is a new “chat-commerce app” from the guys at BalogunMarket.ng,False
733,"September 27, 2016",SuccessFactors is a new SAP solution from Twintech Technical Services,True
734,"September 27, 2016",Here are some photos from Saturday’s Tech BBQ with YC’s Michael and Qasar,False
735,"September 27, 2016","What you missed at TechCircle’s “Building a startup – A chat with YC, Incubators & Co”",False
736,"September 26, 2016",Nigerian Economic Summit Group (NESG) holds World Press Conference to announce 22nd Economic Summit,True
737,"September 26, 2016","YC Partner, Qasar Younis, will be at Cranium One for a fireside chat this Tuesday",False
738,"September 26, 2016","Health insurance startup, Jamii is the winner of Seedstars Dar Es Salaam",False
739,"September 26, 2016",Register to attend this year’s CyberXchange Conference happening in Lagos in November,False
740,"September 26, 2016",Three takeaways from the Africa Business Angel Forum,False
741,"September 23, 2016",W.TEC’s set up a fund-raising campaign to help 100 girls attend next year’s girls’ technology camp,False
742,"September 23, 2016",IROKOtv is looking for Offline Agents,False
743,"September 23, 2016",The SPICE TV x TechCabal Fashion Meets Tech event has been postponed till October 12,False
744,"September 23, 2016",Unboxing the GIONEE F103 PRO,True
745,"September 22, 2016","Kenyan Solar Company, d.light, Has Raised $22.5million In Funding",False
746,"September 22, 2016","Homestrings CEO, Eric Guichard, just offered to help Wecyclers grow",False
747,"September 22, 2016",Paradigm Initiative Nigeria has sent an FOI request to INEC over the release of voters’ data to a third party,False
748,"September 22, 2016",Devcenter says 67% of the developers in Nigeria are in Lagos,False
749,"September 22, 2016",The #WomenInTechWeek Is Happening In 9 African Countries This September,False
750,"September 22, 2016",The Beat Traffik mobile app just got an update,False
751,"September 22, 2016",Financial Technologies in Africa: Driving Much More Than Financial Inclusion,False
752,"September 21, 2016","Google’s Smart Messaging App, Allo, Is Available In South Africa",False
753,"September 21, 2016",Here are all the places the YC Partners will visit during their Nigerian tour,False
754,"September 21, 2016",The 22nd Nigerian Economic Summit is happening in Abuja this October,True
755,"September 20, 2016",Samsung has postponed the Galaxy Note 7 Nigeria launch,False
756,"September 20, 2016",ToLet.com.ng has raised $1.2 million from Frontier Digital Ventures,False
757,"September 20, 2016",WhatsApp now lets you @ people in group chats,False
758,"September 20, 2016","The Infinix Note 3 is a huge plate of battery, with a little phone on the side",False
759,"September 20, 2016",Lagos on Rails is organising a meetup for developers this Saturday,False
760,"September 20, 2016","MadeInAba.com.ng, an e-commerce platform for products made in Aba, is launching on October 1",False
761,"September 19, 2016",There’s a travel package for entrepreneurs who want to attend this year’s Web Summit from Nigeria,False
762,"September 19, 2016",Nokia has Reopened their Lagos Office,False
763,"September 19, 2016",Nigeria’s Top Programmers as ranked by GitHub,False
764,"September 16, 2016",The first edition of the African Fintech Awards is almost here,False
765,"September 16, 2016",Facebook is having a Developer Circles meetup tomorrow at CcHub,False
766,"September 16, 2016","5 things to know about XOS, Infinix Customized User Interface",True
767,"September 16, 2016",Aso Villa Demo Day: The untold story,False
768,"September 16, 2016",Google Demo Day: Women’s Edition is accepting applications,False
769,"September 16, 2016",Where Are You And Why Is Your Heart Racing? Diamond Bank Wants To Know,False
770,"September 16, 2016",Flutterwave is now live in Kenya as part of its aggressive pan-African campaign,False
771,"September 15, 2016",Hulubet Wins Seedstars Addis Ababa To Qualify For Finals In Switzerland,False
772,"September 15, 2016",ROK Studios is launching a channel on UK’s Sky TV this month,False
773,"September 15, 2016",Visa has launched mVisa in Kenya to compete with Safaricom’s M-Pesa,False
774,"September 14, 2016",AfriLabs is organising a series of meetups in five african cities this month,False
775,"September 14, 2016",This week’s MEST Show & Tell is going to be on what machine learning can do for apps,False
776,"September 14, 2016",Disease Info is a PWA that’s solving one health problem in Nigeria,False
777,"September 14, 2016",The 2016 African Angel Investor Summit is happening in November,False
778,"September 9, 2016",Emmanuel Mutuma is BrighterMonday’s new CEO,False
779,"September 9, 2016",Iroko has launched an online network called IrokoX to help indie creators monetise their content,False
780,"September 9, 2016","You can earn up to N120k every month with Champs, SlimTrader’s affiliate new marketing program",True
781,"September 8, 2016",LockMyCash will lock your cash until your online transactions are completed,False
782,"September 8, 2016","How much will you pay to get the iPhone 7 and 7 Plus? Well, it depends",False
783,"September 8, 2016",The founders of Africa Courier Express (ACE) are venturing into online financial services with Lidya,False
784,"September 8, 2016",Solstice Energy Solutions wants to help Nigerian homeowners manage their power supply better,False
785,"September 8, 2016","The Double 2 telepresence robot is the quirkiest attempt I’ve seen at making remote work, work",False
786,"September 7, 2016",Brindocorp is holding a hackathon for software developers in Lagos in October,False
787,"September 6, 2016",SPICE TV and TechCabal are bringing fashion and tech together in Lagos this month,False
788,"September 6, 2016","This Thursday, Uber is partnering with Nuli Juice to deliver juice to users in Lagos",False
789,"September 6, 2016",Jangilova connects people who want to watch TV with people who own TVs,False
790,"September 6, 2016","Introducing Wontra, an exciting new way to travel",True
791,"September 6, 2016",CcHub is hosting another digital security workshop in Lagos this Friday,False
792,"September 6, 2016","Fone Taxi is (YET) another ride hailing platform launching in Rwanda, Uganda and Kenya",False
793,"September 5, 2016",UberEats is set to launch in Johannesburg by December,False
794,"September 5, 2016",AikoCorp is the winner of Seedstars Bamako,False
795,"September 5, 2016","Former Konga Engineer, Celestine Omin is joining Andela",False
796,"September 2, 2016",These are the 8 startups that’ll be pitching at the first Seedstars Bamako event on Sunday,False
797,"September 2, 2016","Check out Nairabot, an exchange rate “mallam” that lives in Facebook Messenger",False
798,"September 2, 2016",Mark Zuckerberg is back in Nigeria (Abuja) for the Aso Villa Demo Day finale,False
799,"September 2, 2016","Apple has activated its dormant Twitter account, but hasn’t tweeted anything yet",False
800,"September 2, 2016",These are the 3 startups that will be pitching to the President at the Aso Villa Demo Day finale today,False
801,"September 2, 2016",The 2016 Lagos Startup Week is happening this September,False
802,"September 2, 2016","Meet JR Kanu; builder of African businesses, and founder of Reach, a social financial management app",False
803,"September 1, 2016",What Mark “The Zuck” Zuckerberg did and where he went while he was in Nigeria,False
804,"September 1, 2016","NoRubber, a podcast insanely popular with Nigerians in diaspora, aired its last episode last night",False
805,"September 1, 2016",Kolanuts.ng aggregates movie showtimes from cinemas across Nigeria,False
806,"September 1, 2016","After his visit to Nigeria, Mark Zuckerberg has gone to Nairobi, Kenya",False
807,"September 1, 2016","Enter, Taxi Chap Chap to compete with Uber and Little for the Kenyan ride hailing market",False
808,"September 1, 2016",Web4Africa has launched a data mirror project to localise popular open-source content in Nigeria,False
809,"August 31, 2016",Demo Africa: Changing the narrative,False
810,"August 31, 2016",The Central Bank of Nigeria has given more IMTOs license to operate in Nigeria,False
811,"August 31, 2016","If you’re a Kenyan who takes great screenshots, Uber will give you a 20-minute chopper ride on Sunday",False
812,"August 30, 2016",Mark Zuckerberg is in Nigeria right now,False
813,"August 30, 2016",Here are the DEMO Africa 2016 winners,False
814,"August 30, 2016",Fintech Is The New E-commerce,False
815,"August 29, 2016",Applications are now open for Seedstars Addis Ababa 2016,False
816,"August 29, 2016",Facebook is partnering with Cool Link to launch Express Wifi in Lagos,False
817,"August 29, 2016",Gionee records massive success with F103 Pro Pre-Order Campaign,True
818,"August 29, 2016",Announcing and unboxing the Infinix Note 3,False
819,"August 29, 2016",The Infinix XE-02 Dual Noise Cancelling headphones are almost perfect,False
820,"August 29, 2016",Stellar.org is organising a Build Challenge for developers,False
821,"August 29, 2016",Rich Tanksley is transitioning from his role as the CEO of Pulse Nigeria,False
822,"August 26, 2016","Tom, Meet Foolery: Uber Edition Episode 2 (An interview with Ebi Atawodi)",False
823,"August 26, 2016",This year’s Innovating Justice Boostcamps are happening in 5 African cities this September,False
824,"August 26, 2016",Kobo360 promises to deliver your goods to locations across Nigeria within 48 hours,False
825,"August 26, 2016",WhatsApp wants to share your data with Facebook for ad targeting. Here’s what to do about it,False
826,"August 26, 2016","How would you like to see a VR Hackathon organised by Nigerian VR Studio, Imisi 3D in October?",False
827,"August 26, 2016",Beauty lies in the eye of the GIONEE F103 Pro,True
828,"August 25, 2016",Samsung just launched their “Smart School” project in Calabar,False
829,"August 25, 2016",Is the South African Business Angel Network going to fill a key gap?,False
830,"August 25, 2016",Akoma media is organising a paid fellowship program for writers,False
831,"August 24, 2016",Safaricom’s Little now allows users request rides with USSD,False
832,"August 24, 2016",Paga just hit 5 million users,False
833,"August 24, 2016",Dochase Ads is for Nigerian businesses who want to build their online presence,False
834,"August 24, 2016","Showroom.ng, Sheriff Shittu’s online furniture marketplace is closing shop this month",False
835,"August 24, 2016",Applications are open for the 2016 CashlessAfrica Africa Champion Awards,False
836,"August 24, 2016",Saruman says you should buy the Infinix Hot S if you’re looking for good value for money,False
837,"August 23, 2016",Jumia is launching a third party payment solution called *drumroll* Jumia Pay,False
838,"August 23, 2016",Register to attend or participate in ChimeHack 3 happening at CcHub this weekend,False
839,"August 23, 2016",SEEK Limited has invested an additional $2 million in One Africa Media,False
840,"August 23, 2016",What does the S in Linda Ikeji’s “LIS” mean?,False
841,"August 23, 2016",InterC is a (yet another) Nigerian 4GLTE provider launching in Nigeria today,False
842,"August 23, 2016","Google’s launched Android 7.0 Nougat, but your phone will probably not get it anytime soon",False
843,"August 23, 2016","Linda Ikeji is starting an online TV network, radio station, music service and “LIS”",False
844,"August 22, 2016",The U.S. Assistant Secretary of State for African Affairs is visiting Kenya and Nigeria this week,False
845,"August 22, 2016",OLX just launched an SMS service that’ll help farmers in Kenya sell their produce,False
846,"August 22, 2016","Mobile learning solution, Chalkboard Education, is the winner of this year’s Seedstars Accra",False
847,"August 22, 2016",There’s a forLoop event happening in Abuja this Saturday,False
848,"August 22, 2016",SlimTrader to Hold Its Second Hotel Empowerment Summit in Abuja,True
849,"August 22, 2016","Spectranet Re-introduces N7, 000 Data Plan",True
850,"August 22, 2016",Lagos Business School and TheNerve Africa are hosting The Emergent Continent Conference in November,False
851,"August 19, 2016","Next week, Imisi 3D & Institute For The Future are holding a workshop about the Future of Lagos",False
852,"August 19, 2016",MEST is having its first event in Lagos at Cafe Neo next week,False
853,"August 19, 2016",Owning the Gionee M5 plus is a Privilege,True
854,"August 18, 2016",GDGLagos is organising a free-for-all Progressive Web Apps event at CcHub this Saturday,False
855,"August 18, 2016",Google is holding a Progressive Web Apps fireside chat at iDEA Nigeria tomorrow,False
856,"August 18, 2016",The Pathways to Funding Do-ference is returning to SA this September,False
857,"August 18, 2016","SA fintech startup, Zoona, has raised $15 million in a funding round led by the IFC and 4Di Capital",False
858,"August 18, 2016",Africar Group has launched its online vehicle marketplace in 12 African countries,False
859,"August 18, 2016","Surely, you must have noticed Silicon Valley’s newfound interest in African startups",False
860,"August 18, 2016",Here Are The 10 Startups Pitching At SeedstarsAccra 2016,False
861,"August 18, 2016","OgaVenue has raised $45,000 from Spark and Hotels.ng",False
862,"August 18, 2016",The fifth edition of StartUP Friday is happening in Lagos this September,False
863,"August 17, 2016",Bloggers who blog should check out this free hi-res photo repository called Snapaya,False
864,"August 16, 2016",Register to attend Paradigm Initiative Nigeria’s T.E.N.T Gathering happening in November,False
865,"August 16, 2016",Enter now for the Etisalat Prize for Innovation 2016,True
866,"August 16, 2016","Tim Draper, Chris Kirubi, and Dave McClure will speak at this year’s Angel Fair Africa",False
867,"August 16, 2016",The 2016 West African Gaming Expo conference is happening in November,False
868,"August 16, 2016","Zipline drones have arrived in Rwanda, will start delivering blood and health supplies soon",False
869,"August 16, 2016","Google has officially released Duo, their video calling app",False
870,"August 15, 2016",Apply now for the 2016 Village Capital Fintech Africa program starting in December,False
871,"August 15, 2016","Alliance for Affordable Internet policy manager, Kojo Boakye is leaving for Facebook",False
872,"August 15, 2016",Etisalat remains king as Nigeria’s most SME friendly company,True
873,"August 15, 2016",Nigeria’s Securities and Exchange Commission says no to Crowdfunding for businesses “for now”,False
874,"August 15, 2016",Three steps to reduce the cost of remittances to Africa,False
875,"August 15, 2016",The Digital Rights and Freedom Bill: Laying the Foundation for Nigeria’s Digital Future,False
876,"August 15, 2016","Flutterwave sounds awesome, but how long before it competes with its customers?",False
877,"August 12, 2016",What we learnt at the TechCabal x OLX product masterclass,False
878,"August 12, 2016",Simplepay will now provide logistics services for merchants who use Simplelink,False
879,"August 12, 2016",Here’s what happened at the TechCabal x OLX Product Masterclass,False
880,"August 12, 2016","Say hello to GreenHouse Capital, Venture Garden Group’s funding vehicle",False
881,"August 12, 2016","Doctor-in-your-pocket, Kangpe is the winner of Seedstars Lagos",False
882,"August 12, 2016",Safaricom’s LittleCabs has to change its name because someone forgot to trademark it,False
