,date,headline,sponsored
1071,"June 13, 2016",Here are the winners of CcHub’s #BuildForMyCity Abuja Hackathon,False
1072,"June 13, 2016",Kenya’s transport authority is about to bring motor vehicle registration online,False
1073,"June 13, 2016",I really want to believe that these are images of the new Nokia Android smartphone,False
1074,"June 10, 2016",MTN and the Nigerian government have finally reached an agreement over the NCC fine,False
1075,"June 10, 2016",Starta’s tribute to Muhammad Ali is a startup battle called Startup Matchup,False
1076,"June 10, 2016",MTN Business Drives Insurance Adoption with Insurance Automation Service,True
1077,"June 10, 2016","Ride-sharing platform, GoMyWay, is marking its one year anniversary today",False
1078,"June 9, 2016",You have to jump through a ring of fire to get free access to CcHub’s 6th Floor,False
1079,"June 9, 2016",Looking for that Multi-purpose ATM for all your transactions? Diamond Bank provides you that ONE-STOP ATM,True
1080,"June 9, 2016",Safaricom is about to launch a transport network company called Littlecabs to kill Uber,False
1081,"June 9, 2016",Uber is testing an electric car service called UberGREEN in Cape Town,False
1082,"June 9, 2016","Death to UberBLACK, Long Live UberSELECT",False
1083,"June 9, 2016",Facebook and Global App Testing are organising Nigeria’s first “Testathon” on June 26,False
1084,"June 9, 2016",The CyberXchange 2016 Hackathon is happening in Lagos this November,False
1085,"June 9, 2016",The Nigerian Government has partnered with Huawei to train 2000 young Nigerians in ICT/Telecoms,False
1086,"June 8, 2016","Xiaomi phones are back in Nigeria, and there’s a new startup accelerator in Tunisia",False
1087,"June 8, 2016",Here’s Why We Should Get Excited About PaaS,True
1088,"June 8, 2016","Uber has launched officially in its 467th city, Accra",False
1089,"June 8, 2016","Healthcare in Uganda is Now a Phone Call Away, and a “Woman-Centered” Dating App just launched in South Africa",False
1090,"June 8, 2016",That time we had a Q&A session with Legend.ng and filled it with Deadpool memes,False
1091,"June 7, 2016",Arnergy is bringing pay-as-you-go solar power to rural communities across Nigeria,False
1092,"June 7, 2016","LG G5, and the G is for Geek",False
1093,"June 6, 2016",Getting artisans in Nigeria just got easier with Findworka,False
1094,"June 6, 2016",A new Spark: Jason Njoku tries again,False
1095,"June 6, 2016","After months of testing, payments processor, Slushpay is (re)launching as Amplify",False
1096,"June 6, 2016",MainOne has launched an affordable service plan for SMEs in Lagos,False
1097,"June 6, 2016",Travelstart Nigeria has appointed a new country manager,False
1098,"June 6, 2016",Google Developer Groups in Nigeria are organising their version of Google I/O,False
1099,"June 3, 2016",Nigeria’s President is going to pretend to be a VC for a day,False
1100,"June 2, 2016",The Lagos State Government is partnering with Andela and Audax Solutions to organise an 11-week training program,False
1101,"June 2, 2016",Uber is launching in Uganda today,False
1102,"June 1, 2016",The 2016 Nigeria International Technology Exhibition and Conference is holding in Lagos this June,False
1103,"June 1, 2016",Lagos Comic Con 2016 is happening on September 17,False
1104,"May 31, 2016","Yorubaname.com has gone opensource, codebase now on GitHub",False
1105,"May 31, 2016","Capital Square is launching a new co-working space in Ikoyi, Lagos",False
1106,"May 31, 2016",Nigeria’s House of Representatives has finally agreed to adopt an electronic voting system,False
1107,"May 27, 2016",What went on at Jumia’s Tech Bloggers Roundtable,False
1108,"May 27, 2016",LAN Syndicates have announced the recipients of the N50M fund from the first Lagos StartUp DealDay,False
1109,"May 27, 2016",Submissions are now open for LAN’s Second Lagos StartUp DealDay,False
1110,"May 26, 2016","Kola Aina, CEO of Emerging Platforms Group is holding an AMA next Wednesday on Radar",False
1111,"May 26, 2016",CcHub just made access to its co-working space free,False
1112,"May 25, 2016",Simplepay’s SimpleLink lets you receive payments using a simple link,False
1113,"May 24, 2016",Ekovolt is using unused TV broadcast frequencies to deliver internet access to Lagos residents,False
1114,"May 23, 2016",You now need fur from an albino rat and tears from a unicorn to fly a drone in Nigeria,False
1115,"May 23, 2016",Jobberman’s Opeyemi Awoyemi has started a fund for Nigerian startup founders still in school,False
1116,"May 20, 2016",Kenya’s Maramoja Transport has added luxury cars to its service,False
1117,"May 20, 2016",MEST Accra is organising a Trotro Apps Challenge,False
1118,"May 20, 2016","While you were asleep, someone started building a tech hub in Abuja using shipping containers",False
1119,"May 19, 2016",How would you like to see Google’s Android N named after Nkwobi or Ngozi?,False
1120,"May 19, 2016",A Lighter Way To Get Paid,True
1121,"May 19, 2016","Uber is looking for an Operations and Logistics Manager, as they prepare to launch in Accra, Ghana",False
1122,"May 18, 2016",Google is releasing a new smart messaging app called Allo and a video calling app called Duo,False
1123,"May 18, 2016",A Hacker is selling over 100 million LinkedIn login details,False
1124,"May 18, 2016",MTN Subscribers To Enjoy Yafun Yafun Bonus,True
1125,"May 18, 2016",Uber now lets you track other people’s trips in real-time,False
1126,"May 18, 2016",Nokia is coming back from the dead as an Android OEM,False
1127,"May 18, 2016",The Nigerian Senate has finally ditched the Social Media Bill,False
1128,"May 18, 2016",The 2016 New Media Conference is happening in Lagos this month,False
1129,"May 18, 2016",He was right. Watch Steve Jobs predict the future in this WWDC video from 19 years ago,False
1130,"May 17, 2016",Fibre.ng lets Lagos residents pay rent on a monthly basis,False
1131,"May 17, 2016",Paradigm Initiative Nigeria has released a report on the status of internet freedom in Nigeria,False
1132,"May 17, 2016",ATBN is holding its Africa tech forum in London this June,False
1133,"May 16, 2016",CcHub is hosting a hackathon in Abuja,False
1134,"May 16, 2016",Google Translate now works within any Android app,False
1135,"May 16, 2016",I dare you to make it through this playlist without feeling nostalgic (Track 19 is a killer),False
1136,"May 16, 2016","WhatsApp is testing video calling, may roll it out with the next update",False
1137,"May 16, 2016",Genii Games’ B.O.L.A Trailer is now live,False
1138,"May 13, 2016",MTN Business Launches SME Value Pack,True
1139,"May 13, 2016",Introducing the Brand New Etisalat EasyMobile App,True
1140,"May 13, 2016",NTV Kenya’s YouTube Channel has been terminated,False
1141,"May 13, 2016","Dear Nigerian founder, crushing marketing is way more important than product development",False
1142,"May 13, 2016","Singularity Investments just invested an undisclosed amount in ad-tech startup, Sliide Airtime",False
1143,"May 12, 2016","Google’s Gboard is a new iOS keyboard that brings Search, GIFs and glide typing to any app",False
1144,"May 12, 2016",How would you like to see an All-in-One desktop PC running Remix OS?,False
1145,"May 12, 2016",Genii Games is releasing the trailer for their new animated series on Friday,False
1146,"May 12, 2016",Pitch perfect: Four things you must do to nail investor meetings,False
1147,"May 12, 2016","Tecno’s L8 looks like a battery beast on paper, and it’s launching in Kenya on May 13",False
1148,"May 11, 2016","Building the cloud environment in Nigeria: An interview with Intel Regional Business Director, Frederico Carvalho",False
1149,"May 11, 2016",Instagram just gave itself a new logo and it will take a while to grow on us,False
1150,"May 11, 2016","Social media use may be restricted in Uganda again, as they swear in their new old President",False
1151,"May 11, 2016",Troyka and HotSauce are giving startups in Nigeria a chance to attend the Viva Technology Startup Connect in Paris,False
1152,"May 11, 2016",Snapchatters in Lagos can become famous for a day by adding to this story,False
1153,"May 11, 2016","Zuckerberg loves Jobberman, Facebook’s Free Basics launch in Nigeria, and other stories",False
1154,"May 11, 2016",WhatsApp’s just launched desktop apps for Windows and Mac,False
1155,"May 10, 2016",Ringier Africa and One Africa Media are coming together to create “Africa’s largest classifieds group”,False
1156,"May 9, 2016","The makings of a media business; an interview with Olawale Adetula, founder of TheNakedConvos",False
1157,"May 9, 2016",Wedding photographers now need permission from the Nigerian government to fly their drones,False
1158,"May 9, 2016",Tecno’s HiOS is like an angry Porcupine,False
1159,"May 9, 2016",Please help us caption these Radar Offline pictures,False
1160,"May 9, 2016",Venture Garden Group is organising a hackathon this weekend,False
1161,"May 9, 2016","Radar Offline pictures, online",False
1162,"May 9, 2016",Submissions are now open for Innovating Justice 2016,False
1163,"May 9, 2016",Remix OS no longer comes with Google Play installed. Here’s how to get it yourself,False
1164,"May 9, 2016",Remix Mini users will lose access to Google Play if they install the latest Remix OS update,False
1165,"May 6, 2016",MTN Nigeria will begin rolling out 4G LTE services in July,False
1166,"May 5, 2016",Oracle is organising a one-day workshop for students,False
1167,"May 5, 2016","Why building your company, NOT capital raising, is your number one priority",False
1168,"May 5, 2016",Here’s a few co-working spaces in Lagos,False
1169,"May 4, 2016",The Tecno Boom J8 could use a bit more oomph,False
1170,"May 4, 2016",Twitter’s new “Connect” tab will help you find the best accounts to follow,False
1171,"May 4, 2016",TechCabal Live will be back after these messages,False
1172,"May 3, 2016",What went down at TDI’s Hardware Hackathon,False
1173,"May 3, 2016",Facebook is organising a fireside chat for developers with Ime Archibong at iDEA Hub,False
1174,"May 3, 2016",Africa may have just gotten its first mainstream Superhero TV show,False
1175,"May 3, 2016",What Ma3route found out about road accidents in Nairobi,False
1176,"May 3, 2016","A Blend of Weather, Fashion and Travel",False
1177,"May 3, 2016",WhatsApp has been blocked for users in Brazil…again,False
1178,"May 3, 2016","The Angani saga isn’t quite over, ousted founders allege unpaid debt",False
1179,"April 29, 2016",MTN Business Cloud Services launches in Nigeria,True
1180,"April 29, 2016","The 2nd Huawei Cloud Congress West Africa held yesterday at Oriental Hotel, Lagos",False
1181,"April 28, 2016",What women VCs want,False
1182,"April 28, 2016",An analysis of Hotels.ng 2012 pitch that was sent to Rocket Internet,False
1183,"April 28, 2016",Here are some leaked images we’ve seen of Blackberry’s two new mid-range Android smartphones,False
1184,"April 27, 2016",Best-behaved Uber riders will now get paired with the best drivers in the best cars,False
1185,"April 27, 2016",Here’s the TECNO Boom J8,False
1186,"April 27, 2016",iDea Hub and Jovago are organising a chat on customer acquisition for startups,False
1187,"April 27, 2016",Blackberry Priv users can finally upgrade to Android 6.0 Marshmallow,False
1188,"April 26, 2016",We could see a $79 Laptop running Remix OS from Allwinner very soon,False
1189,"April 26, 2016","Kenyans are starting their version of Dragons’ Den, and calling it Lions’ Den",False
1190,"April 26, 2016","TC Live, Episode 7: Ask TechCabal Anything",False
1191,"April 26, 2016",The Guardian is launching its online TV platform,False
1192,"April 26, 2016",Facebook is building a standalone camera app…kinda like Snapchat,False
1193,"April 26, 2016",This Chinese smartphone company you’ve now heard of has made a bicycle with 4GB of RAM,False
1194,"April 25, 2016",Nigeria and Digital Rights: Important Decisions Ahead,False
1195,"April 25, 2016","Someone redesigned the packaging for TECNO’s Boom J8, and we think it’s awesome",False
1196,"April 25, 2016",Yaba’s gentrification or renaissance?,False
1197,"April 25, 2016",Google is starting an in-house startup incubator to prevent its brightest staff from leaving,False
1198,"April 22, 2016",Abacus Is Organising An Investment Training Program,False
1199,"April 22, 2016",Stranger Lagos has just gotten a grant from the British Council to be a Maker Library,False
1200,"April 22, 2016",This Chinese phone company you’ve never heard of wants to become a Tesla-killer,False
1201,"April 22, 2016",This Chinese smartphone you’ve never heard of has beaten Apple to ditching the headphone jack,False
1202,"April 21, 2016",TDI Lagos is hosting an Internet-of-Things workshop and hardware hackathon at Cre8,False
1203,"April 21, 2016",Orange completes Tigo DRC acquisition,False
1204,"April 21, 2016",OLX now has an army of ‘champions’ to help you perform safer transactions,False
1205,"April 21, 2016",MTN Has Disconnected 4.5m Unregistered Subscribers,False
1206,"April 21, 2016",Breaking: Konga is opening up Kongapay to merchants outside its platform,False
1207,"April 21, 2016","Opera’s browser has now been implanted with a free, unlimited VPN",False
1208,"April 21, 2016",Should you really join an incubator?,False
1209,"April 21, 2016",Series intro: Startup funding advice series by Lexi Novitske,False
1210,"April 21, 2016","Kenyan messaging startup, Ongair has just opened an office in Hong Kong",False
1211,"April 20, 2016",PrepClass: The journey so far,False
1212,"April 20, 2016",Jongla Launches IM Service in Africa,False
1213,"April 20, 2016",Truppr is offering $1000 to anyone who creates the best redesign of their site,False
1214,"April 20, 2016",Remix Mini Android PC review: Android is eating the world,False
1215,"April 20, 2016","Participate in #TechMeetsArtNG, the food edition",True
1216,"April 20, 2016",Kuhustle Signs New Partnership Deal With Nairobits,False
1217,"April 20, 2016",Samsung has just announced a “pink gold” version of their Galaxy S7 and S7 Edge flagships,False
1218,"April 19, 2016",Cchub is hosting a meetup for women in tech,False
1219,"April 19, 2016","Easy Taxi is bowing out of the African market, to double down on Latin America",False
1220,"April 19, 2016","TechCabal Live, Episode 6: Go, go, gadget",False
1221,"April 19, 2016",Someone has started another petition to allow Nigerians receive payments on PayPal,False
1222,"April 19, 2016",Here’s why you should tailor your content to different social platforms,False
1223,"April 19, 2016",Somebody stop him: Vic O is about to release a freestyle to Desiigner’s Panda,False
1224,"April 19, 2016","Singularity Investments backs Asoko Insight with new, undisclosed funding",False
1225,"April 19, 2016","If you use a Windows PC, you need to uninstall Quicktime as soon as you can",False
1226,"April 18, 2016",Uber Lagos and Wecyclers will pick up all your recyclable waste on April 21st,False
1227,"April 18, 2016","Behold, the face of Automated Education Systems in Nigeria",False
1228,"April 18, 2016","This guy built a Hotel-booking platform in 2 days, after Mark Essien challenged him",False
1229,"April 18, 2016",LinkedIn Now Has An App for Students,False
1230,"April 18, 2016","Game Labs is hosting G3, a mobile game developer meetup on April 20",False
1231,"April 18, 2016","Since 2012, only 11 black, female founders have raised more than $1 million in funding",False
1232,"April 15, 2016",TransferWise will no longer support Naira transfers,False
1233,"April 15, 2016",Potential Group has acquired Starta as part of their expansion to Africa,False
1234,"April 15, 2016",So much for privacy; Canadian cops have had Blackberry’s encryption master key for years,False
1235,"April 15, 2016","Google just turned on live traffic alerts for Maps users in Kenya, Nigeria and South Africa",False
1236,"April 14, 2016",Street Capital and iDea Hub are organising a survival masterclass for Nigerian startups,False
1237,"April 14, 2016",Announcing The 2016 Seedstars World African Tour,False
1238,"April 14, 2016",SHORTLIST Tech Launches,False
1239,"April 14, 2016",Nigeria’s National Assembly wants to make users pay 15% more for telecommunication services,False
1240,"April 13, 2016",Nigeria Is Going To Completely Localise Data Hosting,False
1241,"April 13, 2016",5 Facebook Messenger Chatbots You Might Like,False
1242,"April 13, 2016",Google Calendar will now help you achieve your goals,False
1243,"April 13, 2016",Infinix Hot 3 review,False
1244,"April 12, 2016",Facebook’s F8 conference is on. Here’s where you can watch it,False
1245,"April 12, 2016",Google Plans To Equip One Million Young Africans With Digital Skills In The Next Year,False
1246,"April 12, 2016",Much ado about Chatbots,False
1247,"April 12, 2016","TechCabal Live, Episode 5: Meet your makers",False
1248,"April 12, 2016","Kenyan logistics startup, Sendy has launched operations in Kisumu",False
1249,"April 11, 2016",Where to find insurance for your phone in Nigeria,False
1250,"April 11, 2016","On-demand laundry and home cleaning startup, Kisafi will launch in Kenya on April 20",False
1251,"April 11, 2016",Nigeria’s National Statistical Agency has built an iOS app to provide easier access to data,False
1252,"April 11, 2016","Blackberry is switching its focus to mid-range Android devices, will release two this year",False
1253,"April 10, 2016",Lagos State Government now wants you to pay for access to the state laws,False
1254,"April 9, 2016",Beyond Now: Fleet Technologies’ is now Vatebra,False
1255,"April 8, 2016","Ntel is offering free calls for life to their first 100,000 subscribers",False
1256,"April 8, 2016",How Abisoye is getting underprivileged girls into coding,False
1257,"April 8, 2016","Free Agile & Scala training courses at Westown Hotel, Ikeja on April 23rd",True
1258,"April 8, 2016",Proudly Nigerian,False
1259,"April 7, 2016",BudgIT Has Released a Bunch of Tools to Grant Easy Access to Nigerian Public Data,False
1260,"April 7, 2016",Orange Completes Cellcom Acquisition,False
1261,"April 7, 2016","If you’re really stupid, you can now buy an iPhone 6S for N35,000",False
1262,"April 7, 2016",For Startups That Want Press Coverage,False
1263,"April 7, 2016",She Leads Africa is now taking applications for their Accelerator program,False
1264,"April 7, 2016","TechCabal Live recap: Ecommerce rules, but…",False
1265,"April 6, 2016",The Infinix Hot 3 is here,False
1266,"April 6, 2016",Spectranet is always a smart choice,True
1267,"April 6, 2016","Blackberry says the Priv will get Marshmallow in May, Beta’s available right now",False
1268,"April 6, 2016","Motorcycle hailing service, SafeBoda just raised GBP160,000 from Global Innovation Fund",False
1269,"April 6, 2016",mi-Tribe A500 review: a step in the right direction,False
1270,"April 5, 2016",TechCabal Live: Are Nigerian entrepreneurs too fixated on ecommerce?,False
1271,"April 5, 2016",Samsung has shipped around 10 million units of the S7 duo since they launched in March,False
1272,"April 5, 2016",Value4naira.com steps up supermarket war by launching online groceries site in Lagos,True
1273,"April 5, 2016",Kenya’s Red Cross has built an app you can use to call an ambulance,False
1274,"April 5, 2016",Africa Internet Group gets new 75 million Euro cash injection from Orange,False
1275,"April 4, 2016",Blackberry will soon release an Android 6.0 Marshmallow update for the PRIV,False
1276,"April 4, 2016",Two startups get N50m at the first Lagos StartUp DealDay,False
1277,"April 4, 2016",Infinix mobility launches latest version of Hot Series ‘INFINIX HOT 3’,True
1278,"April 4, 2016",Ntel will launch their LTE service in Lagos and Abuja on April 8,False
1279,"April 4, 2016",Elon Musk says the interior of the Tesla Model 3 will feel like a spaceship,False
1280,"April 1, 2016",Introducing The Marketplace…,True
1281,"April 1, 2016","If you liked The Life of Pablo, you’ll love the “final” version on Apple Music",False
1282,"April 1, 2016",Gionee P5 mini: the specs of elegance,True
1283,"April 1, 2016","Here’s a list of the most brain-dead April Fool’s jokes, because get creative, you unimaginative hacks",False
1284,"April 1, 2016","Armed with the new PCI DSS compliance, Simplepay now supports one-click and recurring payments",False
1285,"April 1, 2016","Tesla has unveiled the Model 3, it’s first mass market car and it looks amazing.",False
1286,"March 31, 2016",Go and buy the Samsung Galaxy S7 Edge,False
1287,"March 31, 2016",Nairobi Developer Week is dead; long live Nairobi Tech Week,False
1288,"March 31, 2016","Gionee made a flip phone in 2016, and wants to sell it for $615",False
1289,"March 30, 2016",TC Live recap: Jide Technology’s Remix Mini will be available next week on Dealdey for a crazy bargain,False
1290,"March 30, 2016",Today’s TechCabal Live broadcast is with Jide Technology’s David Ko,False
1291,"March 30, 2016",Microsoft’s AI bot is back and is now spamming everyone,False
1292,"March 30, 2016","Ghana’s Government has lost over $900,000 to SIM boxing in the past five months",False
1293,"March 30, 2016",Everyone’s going bonkers about Instagram’s new update,False
1294,"March 30, 2016",You can now record up to 60 seconds of video on Instagram,False
1295,"March 29, 2016","Kanye West released a track from TLOP on Apple Music, after he said he wouldn’t",False
1296,"March 29, 2016","Spectranet introduces unified tariff with unlimited free night browsing, extra 10GB",True
1297,"March 29, 2016",Microsoft Build starts tomorrow. Here’s what to expect from this year’s conference,False
1298,"March 29, 2016",Jide Technology is bringing its Remix Mini Android PC to Nigeria,False
1299,"March 29, 2016",Did Dealdey get a great deal?,False
1300,"March 29, 2016",Life without filling stations? FueledUp.co will deliver fuel to anyone in Lagos,False
1301,"March 25, 2016",Uber in Lagos says you can pay with your debit cards again,False
1302,"March 25, 2016",Apple Music now has its own Android Widget,False
1303,"March 24, 2016",TC Live recap: Cranium One is a premium but not ridiculously expensive co-working space,False
1304,"March 24, 2016",Microsoft created an AI bot and the internet gave it a crash course in racism,False
1305,"March 24, 2016",Nigerians on Twitter react to Uber’s expansion into Abuja,False
1306,"March 24, 2016","Former Dealdey MD, Etop Ikpe joins Konga",False
1307,"March 23, 2016",Nest Nairobi’s March #WhatsNext event asks what the future holds for Kenya’s music industry,False
1308,"March 23, 2016",Ringier and Silvertree have just acquired DealDey for an undisclosed amount,False
1309,"March 23, 2016","Here’s everything that happened at the Internet Freedom Forum, #IFF2016",False
1310,"March 23, 2016",It’s official: Uber just launched in Abuja and is offering 6 days of free rides,False
1311,"March 23, 2016",Uber launches in Mombasa with six days of free rides,False
1312,"March 23, 2016",Join the TechCabal live broadcast at noon. Today’s topic: Cranium One,False
1313,"March 23, 2016",Don’t ask for money,False
1314,"March 22, 2016",Interswitch processes 100 million transactions every month from just First Bank,False
1315,"March 22, 2016","Connecting greatness, Lionel Messi joins the Huawei family of global brand ambassadors",True
1316,"March 22, 2016",Konga is introducing same-day delivery in Lagos,False
1317,"March 22, 2016",GrowthAfrica has selected 19 Kenyan and Ugandan startups  for its 9th acceleration programme,False
1318,"March 22, 2016",These are the startups CcHub is showcasing at its Growth Academy Demo Day,False
1319,"March 22, 2016","Furnish.ng, a Nigerian online furniture marketplace will launch in April",False
1320,"March 22, 2016",The MEST Training Programme is Recruiting in South Africa and expanding to Kenya and Nigeria,False
1321,"March 22, 2016",Phone Review: Blackberry must sell 5 million units of the PRIV or else…,False
1322,"March 21, 2016","As Twitter turns ten, the social network celebrates with a look back at its best moments",False
1323,"March 21, 2016","To meet demand for its services, Ongair took on freelance developers from iHub Consulting",False
1324,"March 21, 2016",Here’s how you can make a reservation for the Tesla Model 3,False
1325,"March 21, 2016",Cranium One is Lagos’ latest co-working space,False
1326,"March 21, 2016","Nigerians, you can now buy land on the internet",False
1327,"March 21, 2016",Uber is launching in Abuja this week,False
1328,"March 21, 2016",You can now hail an Uber in Nigeria from within Google Maps,False
1329,"March 20, 2016",Konga.com confirms Shola Adekoya as Sim Shagaya’s CEO replacement,False
1330,"March 19, 2016",The SIMpocalypse will probably not happen,False
1331,"March 19, 2016",Shared passwords almost cost the Bank of Uganda 24 million dollars,False
1332,"March 18, 2016",Huawei G-Power vs Samsung Galaxy J5 vs Gionee Marathon M5,True
1333,"March 18, 2016","Ding, Ding, Ding: Airtel Nigeria just took a jab at MTN in this epic advert",False
1334,"March 18, 2016",Gionee launches P5 mini: a paragon of tech and beauty,True
1335,"March 18, 2016",Update: Developer Week Nairobi has been cancelled,False
1336,"March 18, 2016","Sorry guys, Twitter is shutting down Tweetdeck for Windows on April 15",False
1337,"March 18, 2016",The Samsung Galaxy S7 Edge Destroys The iPhone 6’s Camera,False
1338,"March 17, 2016",Xiaomi and Mi-Fone are fighting for ‘Mi’,False
1339,"March 17, 2016",Nigeria’s S&T Media just secured $1 million seed funding from EchoVC,False
1340,"March 16, 2016",This is why you can’t get a .africa domain name just yet,False
1341,"March 16, 2016",CcHub is opening an incubation space for EdTech startups in…wait for it…Abuja,False
1342,"March 16, 2016",Instagram will now show you the posts you’re likely to care about first,False
1343,"March 15, 2016",Offerica No. 1 Customer Loyalty/Reward App is giving a free 30 day trial for their businesses,True
1344,"March 15, 2016",Zimbabwe’s government has rejected a proposal by telcos to regulate over-the-top services,False
1345,"March 15, 2016",Uganda’s government is amending its communications law to remove parliamentary oversight,False
1346,"March 14, 2016",Kenya’s iHub is taking on investment in a push towards financial sustainability,False
1347,"March 14, 2016",African startups and how they should react to competition,False
1348,"March 11, 2016",WeChat is building its own version of Slack,False
1349,"March 11, 2016",BarFinderNaija will help you find bars and restaurants close to you,False
1350,"March 11, 2016","In Nigeria, Small-Scale Solar Plants Are Letting The   Sunshine In",True
1351,"March 11, 2016",This Kenyan writer is using the internet to get others to read African fiction,False
1352,"March 11, 2016",The 2016 Innotribe Startup Challenge for African fintech startups is taking applications,False
1353,"March 11, 2016",Google did something awesome on International Women’s Day 2016,False
1354,"March 11, 2016",All of style and colours: introducing the Gionee P5 mini,True
1355,"March 11, 2016",Why Nigerian entrepreneurs should solve problems beyond eCommerce,False
1356,"March 10, 2016",Andela Kenya’s next fellowship intake will be all female,False
1357,"March 10, 2016",Connect Marketing Services’ #TechPlus 2016 is set to hold from July 21 to 23,False
1358,"March 10, 2016","Uber is planning to expand to Mombasa, Kenya’s second-largest city",False
1359,"March 9, 2016","Traffic information app Ma3Route has raised US$25,000 to diversify and expand beyond Nairobi",False
1360,"March 9, 2016","Africa, Where Digital Rights Go To Die",False
1361,"March 9, 2016",Hotel expert reviews slimtrader’s mobiashara for hotels service,True
1362,"March 8, 2016",Unlimited Internet with wifi.com.ng is now in an area near you,True
1363,"March 8, 2016",This website is using publicly available data to help Kenyans register to vote,False
1364,"March 8, 2016",Interested in Fintech in Nigeria? Then you should read this,False
1365,"March 8, 2016","The Nigerian SIM-pocalypse broadcast is at noon today, watch us live",False
1366,"March 7, 2016",Mobile wallets: the key to seamless payments in Africa,False
1367,"March 7, 2016",Africa Business Angel Forum scales up investment in African ventures by $60M,False
1368,"March 7, 2016",MTN Group moves to dispel rumours about a potential listing of shares in Nigeria,False
1369,"March 7, 2016",G Powers are Forever,False
1370,"March 7, 2016",Five Reasons to Support #AfricasEinsteins,True
1371,"March 7, 2016","A Kenyan woman Photoshopped herself into pictures of China, now she’s going there for real",False
1372,"March 7, 2016","Nigeria’s Social Media Bill is back, and it’s time to drop this dangerous legislation once and for all",False
1373,"March 4, 2016",MTN clarifies accounting provision for fine,True
1374,"March 4, 2016",Developer Week Nairobi is bringing top CTOs and developers from around the world to Kenya,False
1375,"March 4, 2016","If you live in Abuja, Chowhub can help you find restaurants",False
1376,"March 4, 2016",Watch Ire’s Huawei G Power unboxing video,False
1377,"March 4, 2016","Extreme, Insane and Impossible: speaking of the Gionee M5 mini battery",True
1378,"March 3, 2016",The great Nigerian SIM-pocalypse is upon us,False
1379,"March 3, 2016",How can a tiny computer change the way you learn?,False
1380,"March 3, 2016",This is the Blackberry PRIV,False
1381,"March 3, 2016",This startup is offering a virtual personal assistant to do all your mundane tasks,False
1382,"March 3, 2016",Even Bodybuilders Get A Helping Hand,True
1383,"March 3, 2016",War against Telegram,False
1384,"March 3, 2016","Rocket’s AIG just raised more than 300 million euro from Goldman Sachs, existing investors",False
1385,"March 3, 2016","More than 3 million businesses are now advertising on Facebook, up 50% from last year",False
1386,"March 2, 2016",Uber just launched a platform to help get more Nigerian drivers on the road,False
1387,"March 2, 2016",Welcome to Balogun Market,False
1388,"March 2, 2016",Nigeria’s online hotel wars,False
1389,"March 2, 2016",Shuttlers.ng will help make your morning commute that much easier,False
1390,"March 1, 2016","DealDey experienced a merchant payout glitch, but it’s sorted out now",False
1391,"March 1, 2016",What Stripe’s Atlas means for African startups,False
1392,"March 1, 2016",Nigerians can now pre-register for the Samsung Galaxy S7 and S7 Edge,False
1393,"March 1, 2016","The Lagos Angel Network is launching quarterly deal days, aims to commit N100 million in 2016",False
1394,"March 1, 2016",Uber is gearing up to launch in Abuja and Port Harcourt,False
1395,"March 1, 2016",Afro’s board has appointed a new acting leader,False
1396,"March 1, 2016","Soon, you’ll be able to subscribe to an iROKO tv daily plan",False
1397,"March 1, 2016",Bitcoin blockchain bigwigs BitFury have announced an investment in BitPesa,False
1398,"February 29, 2016",Uganda’s Government is arresting people on charges of using media to incite violence,False
1399,"February 29, 2016","The 5th edition of the Signal Alliance Customer Week will run from March 7 – 11, 2016",False
1400,"February 29, 2016","Introducing Payroll, a payment service tailored for SMEs by mobile payments service Paga",False
1401,"February 29, 2016",ogaVenue just launched a 360-degree virtual tour for venues across Nigeria,False
1402,"February 26, 2016","MusikBi, Senegal’s answer to Tidal, launches with 188 musicians on board",False
1403,"February 26, 2016",The Gionee M5 Mini: one week on the table,True
1404,"February 26, 2016",Ntel (FKA NITEL) just made its first VoLTE call ahead of its launch later this year,False
1405,"February 26, 2016",Battle of the banks: website version,False
1406,"February 26, 2016",Startup Somali is launching an accelerator for startups looking to set up shop in Somalia,False
1407,"February 25, 2016","Samsung has opened its largest customer experience store in Africa, and it’s in Nairobi",False
1408,"February 25, 2016",So…I decided to write about “it”,False
1409,"February 25, 2016",Cheki.com.ng just launched a virtual showroom for brand new cars,False
1410,"February 25, 2016",Skits wants to help you make money on social media,False
1411,"February 25, 2016",Nairobi will host the fourth Angel Fair Africa in November,False
1412,"February 24, 2016","You can now do more than just ‘like’ your friends’ posts, as Facebook launches Reactions",False
1413,"February 24, 2016",Jolla partners with mi-Fone to bring Sailfish-Powered handsets to African markets,False
1414,"February 24, 2016",MTN just paid the Nigerian government $250 million “in good faith”,False
1415,"February 24, 2016",Data collection app Fulcrum is being used to fight poachers in Kenya,False
1416,"February 24, 2016",Uber just launched a motorcycle hailing service,False
1417,"February 24, 2016",The Big Picture: Here’s What GE Will Look Like In 2016,True
1418,"February 23, 2016",Aniedi Udo-Obong is leaving Afro to join Google,False
1419,"February 23, 2016",An ex-Googler made an app to show everyone how encryption works,False
1420,"February 23, 2016",The Android smartphone space is a never-ending race to the bottom,False
1421,"February 22, 2016",Nest Nairobi’s next panel discussion will focus on technology and travel,False
1422,"February 22, 2016",Looks like some Kenyan media houses are using underhanded tactics to rise in online rankings,False
